#a	以
#a	以后
#a	以前
#aa	碍
#aa	鹌
*aabx	皑皑白雪
*zgqh	中国汽车工业联合会
*zgqj	珍禽
*zgql	责权利
*zgqm	钟鼓齐鸣
*zgqn	专情
*zgqs	中国汽车工业总公司
*zgqs	专区
*zgqw	最高气温
*zgqx	战国七雄
*zgqy	趾高气扬
*zgr	责任状
*zgr	专人
*zgrb	中国日报
*zgrg	责任感
*zgrh	中国人民银行
*zgrj	责任
*zgrj	中国人民解放军
zgrj	专人
zgrj	专任
*zgrm	中国人民
*zgro	赘肉
*zgrq	责任区
*zgrr	责任人
*zgrs	责任书
*zgrt	责任田
*zgru	责任区
*zgrx	责任心
zgrx	中国人民大学
*zgry	最高人民法院
*zgry	最高人民检察院
*zgrz	责任制
*zgrz	责任状
*zgs	专升本
*zgs	专司
*zgsa	专硕
*zgsb	专升本
*zgsb	专属
zgsb	专司
*zgsc	赘述
*zgsc	资格审查
*zgsd	中国少年先锋队
*zgsd	专深
*zgsf	专事
*zgsh	这个时候
*zgsh	中国社会
*zgsh	中国石化
*zgsj	珠三角
zgsj	专使
*zgsk	专擅
*zgsl	珍视
zgsl	专设
*zgsl	转过身来
*zgsm	专杀
zgsm	专送
*zgso	专署
*zgsp	最高水平
*zgsq	转过身去
*zgst	珠算
*zgsu	转过身去
*zgsw	珠饰
*zgsx	中国社会科学
*zgsy	中国社会科学院
*zgsy	追根溯源
#zgt	珠
*zgtc	增光添彩
*zgtc	子宫脱垂
zgtk	珠
*zgtk	专挑
*zgtl	转过头来
#zgto	瓒
*zgto	专帖
*zgtp	专题片
*zgtr	专题
*zgts	中国特色
*zgtv	珠胎
*zgty	中国特色社会主义
*zgua	珍奇
*zgua	趾高气昂
*zgub	中国青年报
*zguc	专权
*zgug	再顾倾人国
*zguh	中国汽车工业联合会
*zguj	珍禽
*zgul	责权利
*zgum	钟鼓齐鸣
*zgun	专情
*zgus	中国汽车工业总公司
*zgus	专区
*zguw	最高气温
*zgux	战国七雄
*zguy	趾高气扬
#zgv	耔
#zgvd	耔
*zgwg	珍玩
*zgwh	中国文化
zgwh	专文
*zgwi	珍味
*zgwj	责问
zgwj	珍闻
*zgwl	锃光瓦亮
*zgwm	专为
*zgws	至高无上
*zgws	罪该万死
*zgwt	这个问题
*zgwx	中国文学
#zgx	瑑
#zgxa	瑑
*zgxc	专线车
*zgxf	专项
*zgxh	奏效
*zgxi	奏响
*zgxj	专修
*zgxl	专心
*zgxn	珍惜
*zgxq	中国象棋
*zgxs	众寡悬殊
*zgxs	赘婿
*zgxt	珍稀
*zgxu	中国象棋
*zgxw	珍馐
*zgxw	中国新闻
zgxw	瑑
*zgxx	专线
*zgxy	专销
*zgxy	追根寻源
*zgy	专业户
*zgy	专业化
*zgy	专营店
*zgya	专有
zgyb	珍异
*zgyb	专业版
*zgyd	中国移动
*zgyd	忠肝义胆
*zgyd	主观臆断
*zgyd	专一
*zgyd	专营店
*zgye	专营
*zgyg	珠玉
*zgyh	直挂云帆济沧海
*zgyh	中国银行
*zgyh	专业户
*zgyh	专业化
*zgyh	赘言
*zgyi	专员
*zgyj	专业级
*zgyk	专业课
*zgyl	自古以来
zgyl	奏议
*zgyn	自古英雄出少年
*zgyp	左顾右盼
*zgyq	专营权
*zgyr	珠影
*zgys	这个意义上
*zgyu	专业
*zgyu	专营权
zgyw	专用
*zgyw	奏乐
*zgyx	专业性
*zgyx	专用线
*zgyz	这个样子
*zgz	专责
*zgz	专职
*zgz	专制
*zgzd	知根知底
*zgzd	专治
*zgzd	专注
*zgzd	自高自大
*zgze	专著
zgzf	中国政府
*zgzf	专政
zgzf	专职
*zgzg	珍珠
*zgzg	珍珠港
zgzg	专责
*zgzh	奏章
*zgzj	中共中央政治局
*zgzj	中共中央总书记
*zgzj	中规中矩
*zgzj	自古至今
*zgzk	专指
zgzk	奏折
*zgzl	周公之礼
*zgzt	珍重
zgzt	中共中央办公厅
zgzt	专制
*zgzv	珠子
*zgzw	载歌载舞
*zgzx	中国政法大学
*zgzx	中国足协
*zgzy	至关重要
*zgzy	中共中央
*zgzy	主观主义
*zgzz	战功卓著
*zgzz	贞观之治
*zgzz	中国制造
#zh	站
#zh	状
#zh	准
#zha	震
#zhag	震
#zhai	斋
#zhaj	颤
#zhak	瘃
#zhak	状
*zhb	主播
*zhb	装扮
*zhb	装备
*zhba	这不
zhbc	主板
*zhbc	座标
zhbd	主波
*zhbd	装逼
*zhbe	遮蔽
*zhbf	主办方
*zhbf	资本
*zhbg	再好不过
zhbg	这帮
*zhbg	这不过
*zhbh	专横跋扈
*zhbh	装病
*zhbh	准备好
*zhbh	纵横捭阖
zhbj	准保
*zhbj	准备金
*zhbj	资本家
*zhbj	座便
*zhbk	主播
zhbk	妆扮
*zhbk	装扮
*zhbl	装裱
*zhbl	资本论
*zhbl	坐怀不乱
zhbn	这边
*zhbn	主办
*zhbq	这般
*zhbq	主办权
*zhbt	主笔
zhbt	主簿
*zhbu	主办权
*zhbw	装备
*zhbw	准备
*zhbx	主编
*zhbx	综合表现
*zhby	这步
*zhbz	站不住
*zhbz	这辈子
zhbz	这边
*zhbz	主办
*zhbz	主办者
*zhc	震颤
*zhc	痔疮
*zhc	主次
zhca	站成
*zhca	主厨
zhca	主存
zhca	装成
*zhcc	资材
*zhcc	资产处
*zhcc	自毁长城
*zhcc	纵横驰骋
*zhce	主菜
*zhcf	主裁
zhch	震颤
zhch	痔疮
zhch	主产
zhch	主次
*zhch	资产
zhch	座次
*zhci	主唱
*zhcj	灾后重建
zhcj	震仓
*zhcj	主创
zhcj	主从
*zhck	主持
*zhcl	站出来
*zhco	资财
*zhcp	主裁判
*zhcq	主产区
*zhcq	装船
zhcq	座舱
*zhcr	主持人
*zhcs	装车
*zhct	章程
zhcu	这场
*zhcu	主产区
*zhcu	主场
zhcu	主城
zhcv	遮丑
zhcv	衷肠
*zhcv	装出
*zhcw	这处
*zhcw	之后成为
*zhd	站点
*zhd	震动
#zhd	主
*zhda	壮大
*zhdb	主导
zhdc	这栋
*zhdc	做好调查
*zhdd	中华大地
#zhdd	主
*zhde	震荡
*zhdf	这都
*zhdf	壮丁
*zhdg	震动
*zhdg	主打歌
*zhdg	主动
*zhdh	准度
*zhdj	装袋
*zhdk	遮挡
zhdk	主打
zhdk	装得
zhdk	座垫
*zhdl	装订
*zhdm	遮断
zhdm	震断
*zhdm	主动脉
zhdn	站定
*zhdn	主刀
zhdn	准定
*zhdq	主导权
*zhdq	主动权
*zhds	站到
*zhds	这都是
*zhds	驻华大使
zhds	装到
*zhdu	主导权
*zhdu	主动权
zhdv	站队
zhdv	主队
*zhdv	壮胆
*zhdx	主动性
zhdx	综合大学
zhdy	站点
zhdy	妆点
*zhdy	装点
zhdy	准点
*zhdz	站得住
*zhdz	主刀
*zhef	震耳
*zhen	中华儿女
*zhf	斋饭
#zhf	症
*zhfa	整合方案
*zhfb	资费
*zhfd	章法
#zhfd	症
*zhff	战火纷飞
#zhff	章
zhfh	装疯
*zhfh	资方
*zhfj	主阀
*zhfm	这番
*zhfo	主罚
*zhfo	主峰
*zhfq	煮鹤焚琴
zhfs	主辅
*zhfs	主妇
zhfu	这封
*zhfu	煮鹤焚琴
*zhfw	斋饭
*zhfw	主犯
zhfw	综合服务
#zhg	瘈
*zhg	震感
*zhg	主观
#zhga	瘈
zhga	震感
*zhga	主顾
zhga	抓获归案
*zhgc	资格
*zhgd	杂化轨道
*zhgd	主干道
*zhge	准噶尔
*zhge	准格尔
zhgf	鹧鸪
*zhgf	主攻
zhgf	装过
zhgf	壮歌
*zhgg	主干
*zhgh	综合规划
*zhgj	遮光
zhgj	这个
zhgl	这该
zhgl	主观
*zhgl	壮观
*zhgl	综合国力
*zhgm	遮盖
zhgm	主公
*zhgn	主官
*zhgo	站岗
*zhgr	这个人
*zhgr	智慧过人
*zhgs	主攻手
*zhgs	纵虎归山
*zhgt	主管
zhgt	状告
*zhgt	最后关头
*zhgu	震卦
*zhgv	庄股
*zhgx	主观性
*zhgx	作何感想
*zhgy	最惠国待遇
*zhgz	资格证
*zhh	主航道
#zhh	装
*zhh	装潢
*zhhd	主航道
*zhhd	主河道
#zhhd	麈
#zhhd	疰
*zhhd	庄河
*zhhd	装潢
*zhhd	壮汉
#zhhf	瘴
#zhhi	霅
*zhhi	座号
*zhhj	症候
zhhj	装货
*zhhk	震撼
*zhhl	这话
*zhhm	壮火
*zhhn	震憾
zhhn	壮怀
*zhho	章回
zhhs	站好
*zhhs	庄河市
*zhhs	装好
zhht	主和
*zhht	装糊涂
#zhhw	装
#zhhx	痃
*zhhx	彰化县
*zhhx	震骇
*zhi	壮族
#zhi	咨
*zhi	资助
*zhia	站在
*zhia	装在
*zhib	这张
*zhib	主张
*zhib	做好准备
*zhic	主战场
*zhic	主枝
*zhid	主治
*zhif	站直
*zhif	主政
*zhif	装载
*zhif	资政
*zhig	站好最后一班岗
*zhih	斋主
*zhih	站主
*zhih	站姿
*zhih	症状
*zhih	主站
*zhih	庄主
*zhih	壮族
*zhii	贼喊捉贼
#zhii	咨
*zhij	站住
*zhij	站住脚
*zhij	遮住
*zhij	装作
*zhij	装做
*zhik	主抓
*zhil	综合治理
*zhim	站着
*zhim	装着
*zhin	震灾
*zhin	主宰
*zhio	章则
*zhio	遮罩
*zhio	震中
*zhio	装帧
*zhio	装置
*zhio	准则
*zhio	资中
*zhio	资助
*zhiq	资质
*zhiq	自隳志气
*zhis	主轴
*zhis	综合指数
*zhit	站长
zhit	这种
*zhit	庄重
*zhit	族长
*zhiu	站址
*zhiu	壮志
*zhiu	自隳志气
*zhiv	疹子
zhiv	主子
*zhiv	庄子
zhiv	卒子
*zhiw	主旨
*zhiw	庄周
*zhix	这组
*zhix	指挥中心
*zhix	状纸
*zhix	资中县
*zhiy	之乎者也
*zhiy	主战
*zhiy	座钟
*zhj	庄家
*zhj	壮举
#zhj	座
*zhjb	主机板
*zhjb	装甲兵
*zhjc	主机
zhjc	装机
*zhjc	装甲车
*zhjc	纵横交错
zhjc	座机
*zhjd	庄稼地
*zhje	章节
*zhjf	主教
#zhjf	卒
*zhjg	装进
zhjh	这将
zhjh	这就
*zhjh	癥瘕
*zhjh	主将
zhjh	准
*zhjj	装假
zhjj	准假
*zhjl	主讲
*zhjl	主教练
*zhjl	壮怀激烈
*zhjm	主界面
*zhjn	震惊
zhjn	庄家
zhjn	壮举
zhjn	座驾
*zhjo	主见
zhjo	装甲
zhjo	装具
#zhjq	疹
*zhjr	主讲人
*zhjr	庄稼人
*zhjs	斋戒
*zhjs	这件事
*zhjs	这就是
*zhjs	作何解释
*zhjt	庄稼
#zhju	座
zhjw	章句
*zhjw	主角
zhjx	震级
*zhjx	症结
zhjy	主键
*zhjy	资金
*zhjy	综合经营
*zhjz	座驾
#zhk	癥
*zhk	主客观
*zhkc	这棵
*zhkc	综合考察
zhkf	这可
*zhkf	主考
*zhkf	综合开发
zhkg	站开
*zhkg	主考官
*zhkg	主客观
*zhkh	状况
*zhkj	壮阔
*zhkk	主控
*zhkl	主课
*zhkn	主客
*zhko	这颗
zhko	癥
zhkt	癥
*zhkt	主科
*zhky	主卡
*zhkz	准考证
*zhl	壮烈
*zhl	资料库
#zhl	恣
zhla	震裂
zhla	壮烈
*zhla	资历
*zhlc	主楼
*zhld	主流
*zhld	庄浪
zhld	壮丽
*zhlf	颤栗
*zhlh	站立
*zhlh	资料盒
*zhlj	主力军
*zhlk	遮拦
*zhlk	资料库
#zhlk	恣
zhlm	装料
*zhlm	资料
zhlm	族类
*zhln	主力
*zhlo	这里
*zhlp	照葫芦画瓢
*zhlp	资料片
*zhlr	主理人
*zhls	忠厚老实
*zhls	资料室
*zhlv	站了
*zhlx	庄浪县
*zhly	主链
*zhly	综合利用
*zhlz	主力
*zhm	状貌
*zhm	准妈妈
#zhm	粢
*zhma	遮面
*zhmc	这枚
zhmd	站满
*zhmd	装满
*zhme	这么
zhme	壮苗
*zhmg	中华民国
*zhmj	追悔莫及
#zhmk	粢
*zhml	主谋
*zhmm	壮美
zhmm	状貌
*zhmm	准妈妈
*zhmv	主脉
*zhmw	壮馍
*zhmx	主母
*zhmz	中华民族
#zhn	遮
#zhnf	詝
*zhnl	准能
*zhnl	综合能力
zhnn	遮
#zhnn	这
*zhno	站内
*zhnr	造化弄人
*zhns	震怒
zhns	装嫩
*zhnt	壮年
#zho	资
#zhoj	资
#zhok	䗪
#zhok	资
#zhow	衷
zhpf	站票
*zhpf	装配
*zhpj	主仆
*zhpj	综合评价
*zhpk	站排
*zhpl	族谱
*zhpr	站牌
*zhpx	装配线
*zhpy	主频
#zhq	彰
*zhq	准确率
*zhqa	准确
zhqb	这群
*zhqb	总后勤部
*zhqb	族群
*zhqc	主权
*zhqc	自毁前程
*zhqd	准确度
#zhqe	彰
*zhqg	主权国
*zhqh	中华全国总工会
*zhql	站起来
*zhql	准确率
*zhqm	站前
*zhqm	直呼其名
zhqn	震情
*zhqn	衷情
*zhqo	衷曲
*zhqr	章丘
*zhqs	震区
*zhqs	征婚启事
*zhqu	站起
*zhqv	装腔
*zhqx	准确性
*zhr	主人
*zhr	族人
*zhrc	沾花惹草
*zhrd	指挥若定
*zhrg	中华人民共和国
*zhrg	主人公
zhrj	主人
*zhrj	主人家
*zhrj	主任
zhrj	族人
*zhrk	壮热
zhrm	装入
zhrm	准入
*zhrm	走火入魔
*zhrn	妆容
*zhrs	状如
*zhrw	主人翁
*zhrx	震撼人心
*zhs	装傻
#zhs	姿
*zhs	姿色
zhsa	装死
*zhsa	壮硕
*zhsb	座上宾
*zhsc	张皇失措
*zhsd	资深
*zhse	装蒜
zhsf	主事
*zhsf	装束
zhsf	恣肆
*zhsh	这时候
*zhsh	纵横四海
*zhsi	站哨
zhsj	这使
zhsj	中华书局
*zhsj	主食
zhsj	主使
zhsj	装傻
*zhsk	姿势
*zhsk	最后时刻
*zhsk	座上客
zhsl	这扇
zhsl	这双
*zhsl	主升浪
zhsl	主诉
*zhsl	装设
*zhsl	综合实力
*zhsm	这首
*zhsn	震慑
zhsn	主审
zhsn	壮实
*zhso	恣睢
zhsp	主帅
*zhsp	装饰品
*zhsq	这艘
*zhsr	准时
zhsr	准是
#zhss	妆
zhss	姿
*zhsu	壮士
zhsw	妆饰
*zhsw	装饰
zhsw	姿色
*zhsx	准绳
*zhsy	装上
*zhsy	综合收益
*zhsz	章士钊
*zhsz	装孙子
zhsz	综合素质
*zht	状态栏
*zht	姿态
#zht	族
zhta	主厅
*zhta	状态
zhta	姿态
*zhtb	中华台北
*zhtc	主题词
#zhtd	痄
*zhtd	最后通牒
zhtg	遮天
zhtg	震天
*zhtg	主题歌
*zhth	座谈会
zhtj	遮体
*zhtj	主体
*zhtk	主推
zhtl	站台
*zhtl	状态栏
*zhtl	座谈
#zhtm	旐
*zhtn	准头
*zhto	庄田
*zhtp	站台票
*zhtq	主题曲
*zhtr	主题
#zhtt	族
*zhtu	主题曲
*zhtu	装填
#zhtw	旃
zhtw	这条
*zhtx	主体性
*zhtx	状态下
*zhtx	纵横天下
*zhty	章太炎
*zhtz	在会谈中
*zhu	站起来
#zhu	壮
*zhu	准确率
*zhua	准确
zhub	这群
*zhub	总后勤部
*zhub	族群
*zhuc	主权
*zhuc	自毁前程
*zhud	准确度
#zhuf	庤
#zhuf	痔
*zhug	主权国
*zhuh	中华全国总工会
*zhul	站起来
#zhul	痣
*zhul	准确率
*zhum	站前
*zhum	直呼其名
zhun	震情
*zhun	衷情
*zhuo	衷曲
*zhur	章丘
*zhus	震区
*zhus	征婚启事
*zhuu	站起
#zhuu	庄
zhuu	壮
*zhuv	装腔
*zhux	准确性
#zhv	鄣
#zhvg	瘵
#zhvv	鄣
#zhw	鹧
*zhw	主谓宾
*zhwb	主谓宾
*zhwb	准尉
#zhwd	鹯
#zhwd	鹧
#zhwg	瘵
*zhwg	彰武
*zhwh	中华文化
*zhwh	咨文
zhwj	主位
*zhwj	座位
*zhwl	主谓
*zhwm	中华文明
*zhwn	装完
*zhwt	站稳
*zhww	站务
zhww	主外
*zhwx	彰武县
*zhwy	正合我意
*zhx	衷心
*zhx	准许
*zhx	资讯
*zhxa	这厢
*zhxb	遮羞布
*zhxb	真核细胞
*zhxc	站相
zhxc	装相
*zhxd	装箱单
zhxd	资溪
*zhxe	造化小儿
*zhxf	主项
zhxf	装下
*zhxg	主心骨
zhxg	主刑
*zhxh	主席
*zhxi	震响
zhxj	主修
*zhxj	装修
*zhxk	簪花小楷
*zhxk	壮行
zhxl	衷心
*zhxl	主席令
*zhxl	主旋律
zhxl	准许
*zhxl	咨询
zhxl	资讯
*zhxm	遮羞
*zhxn	资兴
*zhxr	彰显
zhxr	准星
*zhxs	朝花夕拾
*zhxs	章回小说
*zhxs	这些事
*zhxs	咨询师
*zhxs	资兴市
*zhxt	指挥系统
*zhxt	主席台
*zhxt	主席团
zhxt	装箱
*zhxt	装卸
*zhxx	主线
zhxx	准线
*zhxx	资溪县
*zhxy	这些
#zhy	站
*zhy	主演
*zhy	庄严
zhya	主页
*zhya	装有
*zhyb	资源部
zhyc	这样
*zhyc	这一次
*zhyc	装样
*zhyc	最后一次
*zhyc	座椅
zhyd	震源
zhyd	主演
*zhyd	资源
zhye	遮荫
*zhye	主营
*zhyf	主要
zhyf	庄严
*zhyg	这一个
zhyg	装运
*zhyg	状元
*zhyg	最后一个
*zhyh	主意
zhyh	恣意
zhyh	族裔
#zhyi	站
*zhyj	这样就
zhyj	最后一击
*zhyk	遮掩
*zhyk	这一刻
*zhyk	最后一刻
*zhyl	主语
*zhyl	状语
zhyl	准予
*zhym	主义
*zhym	座右铭
zhyo	主因
*zhyo	庄园
*zhys	资阳市
*zhyt	这一套
*zhyt	这一天
zhyt	最后一天
*zhyu	主业
*zhyu	卒业
zhyv	斋月
zhyv	遮阳
zhyv	庄院
*zhyv	壮阳
*zhyv	资阳
*zhyw	章鱼
*zhyx	这一下
*zhyx	资源县
zhyx	组合音响
*zhyy	主要有
zhyy	综合医院
*zhyz	这样子
*zhyz	这样做
*zhyz	这一招
*zhyz	主义者
zhyz	最后一种
*zhz	壮族
*zhz	准则
*zhz	资助
*zhza	站在
zhza	装在
zhzb	这张
*zhzb	主张
zhzb	做好准备
*zhzc	主战场
zhzc	主枝
*zhzd	主治
zhzf	站直
zhzf	主政
*zhzf	装载
zhzf	资政
*zhzg	站好最后一班岗
zhzh	斋主
zhzh	站主
zhzh	站姿
*zhzh	症状
zhzh	主站
zhzh	庄主
zhzh	壮族
*zhzj	站住
*zhzj	站住脚
zhzj	遮住
zhzj	装作
zhzj	装做
*zhzk	主抓
*zhzl	综合治理
*zhzm	站着
zhzm	装着
zhzn	震灾
*zhzn	主宰
zhzo	章则
zhzo	遮罩
zhzo	震中
zhzo	装帧
*zhzo	装置
zhzo	准则
*zhzo	资中
zhzo	资助
*zhzq	资质
*zhzq	自隳志气
*zhzs	主轴
*zhzs	综合指数
zhzt	站长
zhzt	这种
*zhzt	庄重
zhzt	族长
zhzu	站址
*zhzu	壮志
*zhzu	自隳志气
*zhzv	疹子
zhzv	主子
*zhzv	庄子
zhzv	卒子
*zhzw	主旨
zhzw	庄周
zhzx	这组
*zhzx	指挥中心
*zhzx	状纸
*zhzx	资中县
*zhzy	之乎者也
*zhzy	主战
zhzy	座钟
*zhzz	贼喊捉贼
#zi	只
#zi	嘴
#zia	啄
#ziaf	咗
#ziai	跖
#ziak	啄
*ziam	只爱
#zib	嘱
*zib	嘴边
*zibf	足本
*zibg	只不过
*zibh	足部
*zibk	只把
*zibl	只被
*zibn	咋办
zibn	嘴边
#zibr	嘱
*zibs	只比
*zibt	嘴笨
*zibv	嘴巴
*ziby	躜步
*zibz	咋办
*zibz	嘴巴子
zibz	嘴边
#zic	喳
*zica	嘴唇
*zici	只吃
*zicj	只从
*zicm	只差
zicm	足彩
*zicn	只穿
#zicr	蹅
#zicr	喳
*zicu	足赤
*zicw	嘴馋
*zicy	只此
*zidg	躁动
*zidh	足底
*zidj	只当
*zidk	只得
*zidl	只读
zidl	只对
*zidm	只道
*zidr	咋的
*zids	只到
*zidt	只等
*zidu	咋地
*zidy	噪点
*zidy	组织动员
*zien	足额
*ziew	嘴儿
#zif	吱
#zifc	喋
*zifi	嘱咐
#zifl	吱
#zifr	啫
*zift	咒符
#zifv	嘲
#zig	啧
*ziga	只顾
*zigb	只敢
*zigf	只过
zigj	咋个
*zigj	只供
*zigl	只该
*zign	只怪
zigo	啧
*zigo	趾骨
*zigt	只管
zigw	只够
*zigw	足够
*zigx	只给
*zih	咋回事
#zih	嗻
*ziha	咋还
*zihb	总指挥部
#zihf	蹢
*zihi	咋呼
zihi	足踝
zihj	只含
*zihj	只会
#zihm	嗻
*zihn	只恨
*zihs	咋回事
*zihs	只好
*ziht	只和
#zii	噪
*zii	啧啧
*zii	踯躅
*ziia	只在
*ziib	总政治部
ziic	噪
#ziic	躁
*ziic	着重指出
*ziid	政治制度
*ziid	只知道
*ziie	再造之恩
*ziif	咋整
*ziih	在这之后
*ziih	只准
*ziii	咂嘴
*ziii	啧啧
*ziii	吱吱
*ziii	踯躅
*ziii	重中之重
*ziii	浊者自浊
*ziii	自作主张
*ziii	足足
*ziij	真知灼见
*ziij	只做
*ziij	逐字逐句
*ziij	字字珠玑
*ziil	知足者常乐
*ziil	执子之手，与子偕老
*ziil	注重质量
*ziim	自知之明
*ziim	足总
*ziin	只字
*ziiq	自主知识产权
*ziis	执子之手
*ziis	自作自受
*ziit	战争状态
*ziit	只知
*ziiu	自主知识产权
*ziiw	种子植物
*ziix	沾沾自喜
*ziix	只争朝夕
*ziiy	只占
*ziiy	种族主义
*zij	趾甲
*zij	足迹
#zij	唑
*zijg	只进
zijh	咋就
zijh	只将
*zijh	踪迹
zijh	足迹
*ziji	啁啾
*zijl	只讲
*zijn	咱家
zijn	只加
zijn	只觉
*zijo	只见
zijo	趾甲
zijo	足见
*zijp	嘴尖
#ziju	唑
*zijw	嘴角
*zijy	足金
*zijz	只加
#zik	哳
*zikd	只看到
*zikf	只可
zikf	足可
*zikk	只看
*zikn	嘴快
#zikq	哳
*zikw	躁狂
*zikx	只可惜
*ziky	只肯
*zil	咋了
*zilf	足联
*zilh	足疗
*zili	啫喱
*zilj	咱俩
*zilo	嘴里
*zilq	足临泣
*zilr	足量
*zilu	足临泣
*zilv	嘴脸
*zilw	只留
#zim	踯
*zimc	只买
*zimf	只卖
#zimf	噂
*zimi	咒骂
*zimj	咱们
*zimk	咂摸
zimm	只
*zimn	啄木鸟
#zimv	踯
#zin	踪
*zing	咋弄
zing	踪
*zinl	只能
#zint	咤
#zio	咀
#ziod	咀
#ziow	躅
*zipf	只配
*zipj	只凭
*zipn	只怕
zipn	嘴皮
*zipo	只盼
zipz	嘴皮
*zipz	嘴皮子
#ziq	踬
*ziqc	足球场
*ziqd	足球队
*ziqf	只求
*ziqg	足球
#ziqo	踬
*ziqs	足球赛
*ziqw	只欠
*ziqy	足窍阴
#zir	咱
#zird	咱
#zirf	踶
#zirf	嘬
*zirl	只认
#zirs	唣
*zirs	嘴软
#zis	咂
*zis	咋舌
*zis	吱声
zis	只剩
*zisa	嘴碎
#zisg	啭
*zisj	只售
zisj	啄食
zisk	只手
*zisk	嘴损
*zisl	咋说
zisl	只说
*zisl	足三里
*zism	只受
zism	只数
*zism	庄重肃穆
#ziso	咂
zisr	只身
*zisr	只是
zist	咋舌
*zist	只剩
zist	只算
#zisu	咥
*zisu	噪声
zisu	吱声
*zisv	只收
*zisx	只剩下
*zisx	注重实效
*zisy	嘴上
#zit	咋
#zitc	吒
zitd	咋
#zitd	踵
*zitg	足通谷
*ziti	只听
*zitk	嘱托
*zitl	只谈
*zitn	趾头
*zito	只图
#zito	躜
*zitt	嘴甜
*zitu	足坛
#ziu	跱
*ziuc	足球场
*ziud	足球队
*ziuf	只求
#ziuf	跱
*ziug	足球
*zius	足球赛
*ziuw	只欠
*ziuy	足窍阴
#ziw	咒
#ziwb	踭
*ziwj	只问
*ziwm	只为
#ziwu	啁
#ziww	咒
*zixb	足协杯
*zixc	咱校
*zixc	只想
*zixd	只消
*zixf	足下
zixf	足协
*zixh	只需
*zixj	只像
zixl	只写
*zixl	只许
*zixq	只须
*zixv	只限
*zixy	只限于
#ziy	足
*ziy	足矣
*ziy	嘴硬
*ziya	只有
ziya	只愿
ziya	足有
ziya	嘴硬
*ziyb	趾压板
*ziyc	咋样
#ziyd	趾
*ziyd	足浴
*ziyf	只要
*ziyh	噪音
ziyh	只应
ziyh	足音
*ziyi	吱呀
#ziyk	足
*ziyl	咒语
ziyl	足以
ziyl	足矣
ziyo	只眼
*ziyo	只因
ziyo	只由
*ziyr	踪影
*ziyv	足月
#ziyw	呲
ziyw	只用
ziyw	咒怨
ziyw	足印
#ziyw	嘴
*ziz	咂嘴
*ziz	啧啧
*ziz	踯躅
*ziza	只在
*zizd	只知道
*zizf	咋整
*zizh	只准
*zizi	咂嘴
*zizi	啧啧
*zizi	吱吱
*zizi	踯躅
*zizi	足足
*zizj	只做
*zizm	足总
*zizn	只字
*zizt	只知
*zizy	只占
#zj	债
#zj	作
#zj	做
#zja	佐
#zjaf	佐
#zjak	仗
zjam	作爱
*zjam	做爱
*zjan	作案
*zjas	镇惊安神
*zjb	作伴
*zjb	作别
*zjb	坐不住
*zjbb	正经八百
*zjbc	坐标
*zjbd	做不到
#zjbf	僎
zjbg	掌班
*zjbg	值班
zjbg	总结报告
*zjbi	作别
zjbj	作伴
zjbj	作保
*zjbj	做伴
*zjbl	真金不怕火炼
*zjbm	作弊
*zjbn	侦办
*zjbo	作罢
zjbo	做罢
*zjbq	坐便器
*zjbs	值班室
*zjbu	坐便器
*zjbv	仲巴
*zjbw	做不完
*zjbx	仲巴县
*zjbx	坐标系
*zjby	闸北
*zjby	真金白银
*zjby	值班员
*zjbz	招架不住
zjbz	侦办
*zjbz	坐标轴
*zjbz	坐不住
*zjc	值此
*zjc	佐餐
*zjc	坐禅
zjca	掌厨
zjca	作成
*zjca	做成
*zjcb	侦察兵
*zjcc	侦查
*zjcd	侦测
*zjce	做菜
*zjcf	仲裁
*zjcg	仲春
*zjch	仔畜
*zjcj	侦察机
zjck	住持
*zjck	做操
*zjcl	铢积寸累
*zjcl	作词
zjcl	坐禅
*zjcn	侦察
*zjcq	坐船
*zjcs	折戟沉沙
*zjcs	作家出版社
*zjcs	坐车
zjcv	作出
*zjcv	做出
*zjcw	住处
*zjcx	张家川回族自治县
*zjcx	走街串巷
*zjcy	侦察员
zjcy	值此
zjcy	佐餐
*zjcy	做错
*zjd	作大
*zjd	作东
*zjd	做多
zjda	作大
zjda	坐大
*zjda	做大
*zjdc	针灸大成
*zjdd	洲际导弹
zjdd	做
*zjdd	做得到
*zjdh	住店
*zjdh	坐地户
*zjdi	芷江侗族
*zjdj	坐倒
*zjdk	值得
zjdk	坐垫
zjdl	作对
*zjdl	做对
*zjdm	掌灯
*zjdn	佐丹奴
*zjdn	坐定
*zjdq	掌舵
*zjdq	资金短缺
*zjdr	做的
zjds	住到
zjds	自己动手
zjds	作到
zjds	作东
zjds	坐到
*zjds	做到
*zjdt	作答
zjdt	坐等
*zjdu	住地
*zjdu	资金短缺
*zjdw	众多
zjdw	作多
zjdw	做多
*zjdx	浙江大学
*zjdx	芷江侗族自治县
*zjdy	做点
zjdz	直接导致
*zjdz	芷江侗族
*zjdz	作斗争
*zjef	作恶
*zjew	侄儿
#zjf	值
zjfd	作法
*zjfd	做法
*zjfh	作废
*zjfj	闸阀
*zjfk	作奸犯科
*zjfl	住房
#zjfm	偡
*zjfm	自掘坟墓
*zjfn	住房难
zjfo	值
*zjfo	作赋
zjft	做
*zjfu	作坊
zjfw	作风
*zjfw	做饭
#zjg	传
*zjg	作梗
